service1,service2,static_distance,semantic_distance
Application Service 15,Utility Service 13,0.0,0.8536907746942289
Application Service 15,Utility Service 2,0.0,0.7224917160622008
Application Service 15,Utility Service 3,0.0,0.8290837583101235
Application Service 15,Utility Service 4,0.0,0.7592269053385384
Application Service 15,Utility Service 5,0.0,0.8730447128000397
Application Service 15,Utility Service 6,0.0,0.8466855008495072
Application Service 15,Utility Service 7,0.0,0.8192411331491998
Application Service 15,Utility Service 8,0.0,0.8135526847857646
Application Service 15,Utility Service 9,0.0,0.8091206165670394
Application Service 16,Application Service 1,0.0,0.7801236764166426
Application Service 16,Application Service 10,0.0,0.7375245138908932
Application Service 16,Application Service 11,0.0,0.0
Application Service 16,Application Service 12,0.0,0.7929046768076726
Application Service 16,Application Service 13,0.0,0.9038959446759635
Application Service 16,Application Service 14,0.0,0.8634171100855061
Application Service 16,Application Service 15,0.0,0.9122144020878027
Application Service 16,Application Service 17,0.0,0.8051888500417442
Application Service 16,Application Service 18,0.0,0.7475553991636025
Application Service 16,Application Service 19,0.0,0.8167614682420454
Application Service 16,Application Service 2,0.0,0.935828002262966
Application Service 16,Application Service 3,0.0,0.9093912652782936
Application Service 16,Application Service 4,0.0,0.7004340441387348
Application Service 16,Application Service 5,0.0,0.8848260955991807
Application Service 16,Application Service 6,0.0,0.8169764328902446
Application Service 16,Application Service 7,0.06451612903225806,0.8608068424527061
Application Service 16,Application Service 8,0.0,0.584278443400376
Application Service 16,Application Service 9,0.0,0.8960959959400775
Application Service 16,Entity Service 1,0.0,0.7440461721336036
Application Service 16,Entity Service 10,0.0,0.7377350246238685
Application Service 16,Entity Service 11,0.0,0.8056157985240004
Application Service 16,Entity Service 12,0.0,0.7453393116146494
Application Service 16,Entity Service 13,0.0,0.9215524648336845
Application Service 16,Entity Service 14,0.0,0.824793334434491
Application Service 16,Entity Service 15,0.0,0.8340954131640022
Application Service 16,Entity Service 16,0.0,0.8658210390680486
Application Service 16,Entity Service 17,0.0,0.8795727349477529
Application Service 16,Entity Service 18,0.0,0.5855109169565141
Application Service 16,Entity Service 19,0.0,0.7145870810525706
Application Service 16,Entity Service 2,0.0,0.7582668506437543
